frame,action,actionTime,frameMs,fps,windStrength,windTarget,headLinearSpeed,headAngularSpeed,maxDeviation,maxStaticPenetration,maxFrontStaticPenetration,maxFrontMeshPenetration,finite
1009,1,0.485125,2.6029,384.187,0.000000,0.000000,0.000000,0.0000,0.229722,0.010256,0.010256,0.000000,True
1010,1,0.487729,2.5508,392.034,0.000000,0.000000,0.000000,0.0000,0.229801,0.010472,0.010472,0.000000,True
1011,1,0.490280,2.6111,382.980,0.000000,0.000000,0.000000,0.0000,0.229861,0.010728,0.010728,0.000000,True
1012,1,0.492892,2.8167,355.025,0.000000,0.000000,0.000000,0.0000,0.229902,0.011019,0.011019,0.000000,True
1013,1,0.495709,2.5945,385.431,0.000000,0.000000,0.000000,0.0000,0.229921,0.011347,0.011347,0.000000,True
1014,1,0.498304,2.5451,392.912,0.000000,0.000000,0.000000,0.0000,0.229936,0.011658,0.011658,0.000000,True
1015,1,0.500849,2.6122,382.819,0.000000,0.000000,0.000000,0.0000,0.229944,0.011941,0.011941,0.000000,True
1016,1,0.503462,2.8769,347.596,0.000000,0.000000,0.000000,0.0000,0.229954,0.012191,0.012191,0.000000,True
1017,1,0.506339,2.5900,386.100,0.000000,0.000000,0.000000,0.0000,0.229971,0.012411,0.012411,0.000000,True
1018,1,0.508930,2.6277,380.561,0.000000,0.000000,0.000000,0.0000,0.229984,0.012562,0.012562,0.000000,True
1019,1,0.511558,2.5984,384.852,0.000000,0.000000,0.000000,0.0000,0.230002,0.012650,0.012650,0.000000,True
1020,1,0.514157,2.5539,391.558,0.000000,0.000000,0.000000,0.0000,0.230017,0.012677,0.012677,0.000000,True
1021,1,0.516711,2.5835,387.072,0.000000,0.000000,0.000000,0.0000,0.230097,0.012717,0.012717,0.000000,True
1022,1,0.519295,2.5612,390.442,0.000000,0.000000,0.000000,0.0000,0.230194,0.012800,0.012800,0.000000,True
1023,1,0.521856,2.6045,383.951,0.000000,0.000000,0.000000,0.0000,0.230299,0.012920,0.012920,0.000000,True
1024,1,0.524461,2.6070,383.583,0.000000,0.000000,0.000000,0.0000,0.230385,0.013069,0.013069,0.000000,True
1025,1,0.527069,2.6344,379.593,0.000000,0.000000,0.000000,0.0000,0.230473,0.013236,0.013236,0.000000,True
1026,1,0.529703,2.5389,393.871,0.000000,0.000000,0.000000,0.0000,0.230546,0.013412,0.013412,0.000000,True
1027,1,0.532243,2.5616,390.381,0.000000,0.000000,0.000000,0.0000,0.230599,0.013594,0.013594,0.000000,True
1028,1,0.534804,2.6159,382.278,0.000000,0.000000,0.000000,0.0000,0.230637,0.013761,0.013761,0.000000,True
1029,1,0.537421,2.6060,383.730,0.000000,0.000000,0.000000,0.0000,0.230675,0.013912,0.013912,0.000000,True
1030,1,0.540027,2.6151,382.395,0.000000,0.000000,0.000000,0.0000,0.230722,0.014041,0.014041,0.000000,True
1031,1,0.542643,2.5620,390.320,0.000000,0.000000,0.000000,0.0000,0.230737,0.014142,0.014142,0.000000,True
1032,1,0.545205,2.5419,393.407,0.000000,0.000000,0.000000,0.0000,0.230740,0.014210,0.014210,0.000000,True
1033,1,0.547747,2.5760,388.199,0.000000,0.000000,0.000000,0.0000,0.230730,0.014239,0.014239,0.000000,True
1034,1,0.550324,2.5511,391.988,0.000000,0.000000,0.000000,0.0000,0.230759,0.014251,0.014251,0.000000,True
1035,1,0.552875,2.5934,385.594,0.000000,0.000000,0.000000,0.0000,0.230838,0.014274,0.014274,0.000000,True
1036,1,0.555469,2.5458,392.804,0.000000,0.000000,0.000000,0.0000,0.230939,0.014318,0.014318,0.000000,True
1037,1,0.558015,2.5777,387.943,0.000000,0.000000,0.000000,0.0000,0.231048,0.014376,0.014376,0.000000,True
1038,1,0.560593,2.5680,389.408,0.000000,0.000000,0.000000,0.0000,0.231128,0.014443,0.014443,0.000000,True
1039,1,0.563162,2.6047,383.921,0.000000,0.000000,0.000000,0.0000,0.231209,0.014516,0.014516,0.000000,True
1040,1,0.565767,2.5859,386.713,0.000000,0.000000,0.000000,0.0000,0.231258,0.014590,0.014590,0.000000,True
1041,1,0.568353,2.5685,389.332,0.000000,0.000000,0.000000,0.0000,0.231296,0.014662,0.014662,0.000000,True
1042,1,0.570922,2.5948,385.386,0.000000,0.000000,0.000000,0.0000,0.231327,0.014727,0.014727,0.000000,True
1043,1,0.573518,2.9276,341.577,0.000000,0.000000,0.000000,0.0000,0.231364,0.014784,0.014784,0.000000,True
1044,1,0.576446,2.6393,378.888,0.000000,0.000000,0.000000,0.0000,0.231392,0.014832,0.014832,0.000000,True
1045,1,0.579086,2.5974,385.000,0.000000,0.000000,0.000000,0.0000,0.231391,0.014872,0.014872,0.000000,True
1046,1,0.581684,2.6133,382.658,0.000000,0.000000,0.000000,0.0000,0.231368,0.014893,0.014893,0.000000,True
1047,1,0.584297,2.5921,385.788,0.000000,0.000000,0.000000,0.0000,0.231387,0.014867,0.014867,0.000000,True
1048,1,0.586890,2.6246,381.010,0.000000,0.000000,0.000000,0.0000,0.231483,0.014791,0.014791,0.000000,True
1049,1,0.589515,2.5536,391.604,0.000000,0.000000,0.000000,0.0000,0.231618,0.014688,0.014688,0.000000,True
1050,1,0.592069,2.5660,389.712,0.000000,0.000000,0.000000,0.0000,0.231752,0.014569,0.014569,0.000000,True
1051,1,0.594635,2.6091,383.274,0.000000,0.000000,0.000000,0.0000,0.231885,0.014434,0.014434,0.000000,True
1052,1,0.597245,2.5714,388.893,0.000000,0.000000,0.000000,0.0000,0.232000,0.014288,0.014288,0.000000,True
1053,1,0.599817,2.6333,379.752,0.000000,0.000000,0.000000,0.0000,0.232099,0.014144,0.014144,0.000000,True
1054,1,0.602450,2.5892,386.220,0.000000,0.000000,0.000000,0.0000,0.232179,0.013998,0.013998,0.000000,True
1055,1,0.605040,2.5691,389.241,0.000000,0.000000,0.000000,0.0000,0.232261,0.013869,0.013869,0.000000,True
1056,1,0.607609,2.6783,373.371,0.000000,0.000000,0.000000,0.0000,0.232312,0.013758,0.013758,0.000000,True
1057,1,0.610288,2.7198,367.674,0.000000,0.000000,0.000000,0.0000,0.232358,0.013667,0.013667,0.000000,True
1058,1,0.613008,2.5829,387.162,0.000000,0.000000,0.000000,0.0000,0.232386,0.013613,0.013613,0.000000,True
1059,1,0.615591,2.5365,394.244,0.000000,0.000000,0.000000,0.0000,0.232400,0.013606,0.013606,0.000000,True
1060,1,0.618128,2.6562,376.478,0.000000,0.000000,0.000000,0.0000,0.232436,0.013575,0.013575,0.000000,True
1061,1,0.620785,2.6191,381.811,0.000000,0.000000,0.000000,0.0000,0.232576,0.013450,0.013450,0.000000,True
1062,1,0.623404,2.5720,388.803,0.000000,0.000000,0.000000,0.0000,0.232773,0.013269,0.013269,0.000000,True
1063,1,0.625977,2.6310,380.084,0.000000,0.000000,0.000000,0.0000,0.232986,0.013048,0.013048,0.000000,True
1064,1,0.628609,2.5642,389.985,0.000000,0.000000,0.000000,0.0000,0.233200,0.012789,0.012789,0.000000,True
1065,1,0.631173,2.5729,388.667,0.000000,0.000000,0.000000,0.0000,0.233387,0.012519,0.012519,0.000000,True
1066,1,0.633746,2.5521,391.834,0.000000,0.000000,0.000000,0.0000,0.233563,0.012240,0.012240,0.000000,True
1067,1,0.636298,2.6087,383.333,0.000000,0.000000,0.000000,0.0000,0.233713,0.011970,0.011970,0.000000,True
1068,1,0.638908,2.7833,359.286,0.000000,0.000000,0.000000,0.0000,0.233851,0.011709,0.011709,0.000000,True
1069,1,0.641691,2.6177,382.015,0.000000,0.000000,0.000000,0.0000,0.233981,0.011466,0.011466,0.000000,True
1070,1,0.644309,2.5819,387.312,0.000000,0.000000,0.000000,0.0000,0.234072,0.011305,0.011305,0.000000,True
1071,1,0.646892,2.6509,377.230,0.000000,0.000000,0.000000,0.0000,0.234128,0.011202,0.011202,0.000000,True
1072,1,0.649543,2.5904,386.041,0.000000,0.000000,0.000000,0.0000,0.234156,0.011166,0.011166,0.000000,True
1073,1,0.652134,2.6544,376.733,0.000000,0.000000,0.000000,0.0000,0.234196,0.011153,0.011153,0.000000,True
1074,1,0.654788,2.6140,382.556,0.000000,0.000000,0.000000,0.0000,0.234344,0.011053,0.011053,0.000000,True
1075,1,0.657403,2.6256,380.865,0.000000,0.000000,0.000000,0.0000,0.234591,0.010892,0.010892,0.000000,True
1076,1,0.660029,2.8308,353.257,0.000000,0.000000,0.000000,0.0000,0.234889,0.010697,0.010697,0.000000,True
1077,1,0.662861,2.5860,386.698,0.000000,0.000000,0.000000,0.0000,0.235226,0.010450,0.010450,0.000000,True
1078,1,0.665447,2.5937,385.550,0.000000,0.000000,0.000000,0.0000,0.235526,0.010218,0.010218,0.000000,True
1079,1,0.668041,2.6347,379.550,0.000000,0.000000,0.000000,0.0000,0.235811,0.009974,0.009974,0.000000,True
1080,1,0.670676,2.5558,391.267,0.000000,0.000000,0.000000,0.0000,0.236076,0.009730,0.009730,0.000000,True
1081,1,0.673232,2.5364,394.260,0.000000,0.000000,0.000000,0.0000,0.236302,0.009513,0.009513,0.000000,True
1082,1,0.675769,2.5647,389.909,0.000000,0.000000,0.000000,0.0000,0.236497,0.009324,0.009324,0.000000,True
1083,1,0.678334,2.6059,383.745,0.000000,0.000000,0.000000,0.0000,0.236676,0.009170,0.009170,0.000000,True
1084,1,0.680940,2.6055,383.804,0.000000,0.000000,0.000000,0.0000,0.236828,0.009067,0.009067,0.000000,True
1085,1,0.683546,2.6629,375.531,0.000000,0.000000,0.000000,0.0000,0.236908,0.009029,0.009029,0.000000,True
1086,1,0.686210,2.6417,378.544,0.000000,0.000000,0.000000,0.0000,0.236982,0.009022,0.009022,0.000000,True
1087,1,0.688852,2.6232,381.214,0.000000,0.000000,0.000000,0.0000,0.237202,0.008955,0.008955,0.000000,True
1088,1,0.691476,2.6801,373.120,0.000000,0.000000,0.000000,0.0000,0.237536,0.008863,0.008863,0.000000,True
1089,1,0.694156,2.6406,378.702,0.000000,0.000000,0.000000,0.0000,0.237962,0.008749,0.008749,0.000000,True
1090,1,0.696797,2.5795,387.672,0.000000,0.000000,0.000000,0.0000,0.238436,0.008625,0.008625,0.000000,True
1091,1,0.699377,2.6406,378.702,0.000000,0.000000,0.000000,0.0000,0.238889,0.008495,0.008495,0.000000,True
1092,1,0.702018,2.6431,378.344,0.000000,0.000000,0.000000,0.0000,0.239341,0.008355,0.008355,0.000000,True
1093,1,0.704662,2.6334,379.737,0.000000,0.000000,0.000000,0.0000,0.239775,0.008217,0.008217,0.000000,True
1094,1,0.707296,2.7725,360.685,0.000000,0.000000,0.000000,0.0000,0.240167,0.008086,0.008086,0.000000,True
1095,1,0.710069,2.7691,361.128,0.000000,0.000000,0.000000,0.0000,0.240521,0.007957,0.007957,0.000000,True
1096,1,0.712838,2.6169,382.132,0.000000,0.000000,0.000000,0.0000,0.240995,0.007853,0.007853,0.000000,True
1097,1,0.715456,2.6763,373.650,0.000000,0.000000,0.000000,0.0000,0.241383,0.007781,0.007781,0.000000,True
1098,1,0.718132,2.6072,383.553,0.000000,0.000000,0.000000,0.0000,0.241520,0.007739,0.007739,0.000000,True
1099,1,0.720740,2.6132,382.673,0.000000,0.000000,0.000000,0.0000,0.241620,0.007706,0.007706,0.000000,True
1100,1,0.723353,2.6561,376.492,0.000000,0.000000,0.000000,0.0000,0.242080,0.007648,0.007648,0.000000,True
1101,1,0.726010,2.6578,376.251,0.000000,0.000000,0.000000,0.0000,0.242860,0.007588,0.007588,0.000000,True
1102,1,0.728668,2.6567,376.407,0.000000,0.000000,0.000000,0.0000,0.243850,0.007526,0.007526,0.000000,True
1103,1,0.731326,2.6631,375.502,0.000000,0.000000,0.000000,0.0000,0.244987,0.007455,0.007455,0.000000,True
1104,1,0.733989,2.6209,381.548,0.000000,0.000000,0.000000,0.0000,0.246196,0.007373,0.007373,0.000000,True
1105,1,0.736610,2.6330,379.795,0.000000,0.000000,0.000000,0.0000,0.247379,0.007273,0.007273,0.000000,True
1106,1,0.739244,2.6389,378.946,0.000000,0.000000,0.000000,0.0000,0.248515,0.007150,0.007150,0.000000,True
1107,1,0.741883,2.6412,378.616,0.000000,0.000000,0.000000,0.0000,0.249499,0.007001,0.007001,0.000000,True
1108,1,0.744524,2.6172,382.088,0.000000,0.000000,0.000000,0.0000,0.250282,0.006825,0.006825,0.000000,True
1109,1,0.747142,2.6315,380.011,0.000000,0.000000,0.000000,0.0000,0.250805,0.006621,0.006621,0.000000,True
1110,1,0.749774,2.5924,385.743,0.000000,0.000000,0.000000,0.0000,0.251015,0.006332,0.006332,0.000000,True
1111,1,0.752366,2.5864,386.638,0.000000,0.000000,0.000000,0.0000,0.250856,0.006984,0.006984,0.000000,True
1112,1,0.754953,2.6326,379.853,0.000000,0.000000,0.000000,0.0000,0.250599,0.006923,0.006923,0.000000,True
1113,1,0.757586,2.7644,361.742,0.000000,0.000000,0.000000,0.0000,0.250661,0.007246,0.007246,0.000000,True
1114,1,0.760351,2.8751,347.814,0.000000,0.000000,0.000000,0.0000,0.251034,0.007340,0.007340,0.000000,True
1115,1,0.763227,2.6419,378.516,0.000000,0.000000,0.000000,0.0000,0.251671,0.007277,0.007277,0.000000,True
1116,1,0.765869,2.6081,383.421,0.000000,0.000000,0.000000,0.0000,0.252353,0.007700,0.007700,0.000000,True
1117,1,0.768478,2.5972,385.030,0.000000,0.000000,0.000000,0.0000,0.253102,0.008196,0.008196,0.000000,True
1118,1,0.771075,2.6657,375.136,0.000000,0.000000,0.000000,0.0000,0.253863,0.008664,0.008664,0.000000,True
1119,1,0.773742,2.6738,374.000,0.000000,0.000000,0.000000,0.0000,0.254617,0.009095,0.009095,0.000000,True
1120,1,0.776416,2.6560,376.506,0.000000,0.000000,0.000000,0.0000,0.255261,0.009485,0.009485,0.000000,True
1121,1,0.779072,2.6094,383.230,0.000000,0.000000,0.000000,0.0000,0.255781,0.009820,0.009820,0.000000,True
1122,1,0.781682,2.6176,382.029,0.000000,0.000000,0.000000,0.0000,0.256081,0.009885,0.009885,0.000000,True
1123,1,0.784300,2.5900,386.100,0.000000,0.000000,0.000000,0.0000,0.256144,0.010023,0.010023,0.000000,True
1124,1,0.786890,2.6201,381.665,0.000000,0.000000,0.000000,0.0000,0.255920,0.010169,0.010169,0.000000,True
1125,1,0.789511,2.5954,385.297,0.000000,0.000000,0.000000,0.0000,0.255688,0.010255,0.010255,0.000000,True
1126,1,0.792107,2.6361,379.348,0.000000,0.000000,0.000000,0.0000,0.255695,0.010279,0.010279,0.000000,True
1127,1,0.794743,2.6445,378.143,0.000000,0.000000,0.000000,0.0000,0.255900,0.010288,0.010288,0.000000,True
1128,1,0.797388,2.6188,381.854,0.000000,0.000000,0.000000,0.0000,0.256251,0.010300,0.010300,0.000000,True
1129,1,0.800008,2.6472,377.758,0.000000,0.000000,0.000000,0.0000,0.256699,0.010320,0.010320,0.000000,True
1130,1,0.802655,2.6424,378.444,0.000000,0.000000,0.000000,0.0000,0.257192,0.010340,0.010340,0.000000,True
1131,1,0.805299,2.8578,349.920,0.000000,0.000000,0.000000,0.0000,0.257689,0.010351,0.010351,0.000000,True
1132,1,0.808157,2.6873,372.121,0.000000,0.000000,0.000000,0.0000,0.258208,0.010342,0.010342,0.000000,True
1133,1,0.810845,2.6380,379.075,0.000000,0.000000,0.000000,0.0000,0.258613,0.010310,0.010310,0.000000,True
1134,1,0.813483,2.5673,389.514,0.000000,0.000000,0.000000,0.0000,0.258891,0.010236,0.010236,0.000000,True
1135,1,0.816051,2.5887,386.294,0.000000,0.000000,0.000000,0.0000,0.259018,0.010117,0.010117,0.000000,True
1136,1,0.818640,2.6046,383.936,0.000000,0.000000,0.000000,0.0000,0.258982,0.009958,0.009958,0.000000,True
1137,1,0.821245,2.5996,384.675,0.000000,0.000000,0.000000,0.0000,0.258743,0.009764,0.009764,0.000000,True
1138,1,0.823845,2.5732,388.621,0.000000,0.000000,0.000000,0.0000,0.258471,0.009571,0.009571,0.000000,True
1139,1,0.826418,2.5742,388.470,0.000000,0.000000,0.000000,0.0000,0.258289,0.009332,0.009332,0.000000,True
1140,1,0.828993,2.5694,389.196,0.000000,0.000000,0.000000,0.0000,0.258178,0.009254,0.009254,0.000000,True
1141,1,0.831563,2.5304,395.195,0.000000,0.000000,0.000000,0.0000,0.258130,0.009269,0.009269,0.000000,True
1142,1,0.834093,2.6157,382.307,0.000000,0.000000,0.000000,0.0000,0.258105,0.009328,0.009328,0.000000,True
1143,1,0.836711,2.6801,373.120,0.000000,0.000000,0.000000,0.0000,0.258117,0.009408,0.009408,0.000000,True
1144,1,0.839392,2.5901,386.086,0.000000,0.000000,0.000000,0.0000,0.258154,0.009490,0.009490,0.000000,True
1145,1,0.841982,2.5872,386.518,0.000000,0.000000,0.000000,0.0000,0.258187,0.009552,0.009552,0.000000,True
1146,1,0.844570,2.6375,379.147,0.000000,0.000000,0.000000,0.0000,0.258220,0.009610,0.009610,0.000000,True
1147,1,0.847208,2.5755,388.274,0.000000,0.000000,0.000000,0.0000,0.258236,0.009668,0.009668,0.000000,True
1148,1,0.849784,2.6367,379.262,0.000000,0.000000,0.000000,0.0000,0.258225,0.009706,0.009706,0.000000,True
1149,1,0.852421,2.5591,390.762,0.000000,0.000000,0.000000,0.0000,0.258164,0.009722,0.009722,0.000000,True
1150,1,0.854981,2.6607,375.841,0.000000,0.000000,0.000000,0.0000,0.258020,0.009708,0.009708,0.000000,True
1151,1,0.857642,2.7466,364.087,0.000000,0.000000,0.000000,0.0000,0.257814,0.009694,0.009694,0.000000,True
1152,1,0.860389,2.5743,388.455,0.000000,0.000000,0.000000,0.0000,0.257589,0.009719,0.009719,0.000000,True
1153,1,0.862963,2.5955,385.282,0.000000,0.000000,0.000000,0.0000,0.257347,0.009747,0.009747,0.000000,True
1154,1,0.865559,2.5808,387.477,0.000000,0.000000,0.000000,0.0000,0.257067,0.009771,0.009771,0.000000,True
1155,1,0.868140,2.6296,380.286,0.000000,0.000000,0.000000,0.0000,0.256774,0.009780,0.009780,0.000000,True
1156,1,0.870771,2.6713,374.350,0.000000,0.000000,0.000000,0.0000,0.256474,0.009772,0.009772,0.000000,True
1157,1,0.873442,2.6193,381.781,0.000000,0.000000,0.000000,0.0000,0.256174,0.009744,0.009744,0.000000,True
1158,1,0.876062,2.6296,380.286,0.000000,0.000000,0.000000,0.0000,0.255898,0.009685,0.009685,0.000000,True
1159,1,0.878692,2.6756,373.748,0.000000,0.000000,0.000000,0.0000,0.255649,0.009602,0.009602,0.000000,True
1160,1,0.881368,2.5671,389.545,0.000000,0.000000,0.000000,0.0000,0.255431,0.009494,0.009494,0.000000,True
1161,1,0.883935,2.5886,386.309,0.000000,0.000000,0.000000,0.0000,0.255255,0.009356,0.009356,0.000000,True
1162,1,0.886524,2.7121,368.718,0.000000,0.000000,0.000000,0.0000,0.255119,0.009202,0.009202,0.000000,True
1163,1,0.889237,2.5881,386.384,0.000000,0.000000,0.000000,0.0000,0.255038,0.009060,0.009060,0.000000,True
1164,1,0.891825,2.5976,384.971,0.000000,0.000000,0.000000,0.0000,0.254914,0.008969,0.008969,0.000000,True
1165,1,0.894423,2.5895,386.175,0.000000,0.000000,0.000000,0.0000,0.254690,0.008949,0.008949,0.000000,True
1166,1,0.897013,2.5599,390.640,0.000000,0.000000,0.000000,0.0000,0.254375,0.008956,0.008956,0.000000,True
1167,1,0.899573,2.5539,391.558,0.000000,0.000000,0.000000,0.0000,0.253994,0.008966,0.008966,0.000000,True
1168,1,0.902127,2.6407,378.688,0.000000,0.000000,0.000000,0.0000,0.253565,0.008970,0.008970,0.000000,True
1169,1,0.904768,2.5760,388.199,0.000000,0.000000,0.000000,0.0000,0.253090,0.008966,0.008966,0.000000,True
1170,1,0.907345,2.6440,378.215,0.000000,0.000000,0.000000,0.0000,0.252614,0.008942,0.008942,0.000000,True
1171,1,0.909989,2.6184,381.913,0.000000,0.000000,0.000000,0.0000,0.252141,0.008903,0.008903,0.000000,True
1172,1,0.912608,2.5954,385.297,0.000000,0.000000,0.000000,0.0000,0.251706,0.008843,0.008843,0.000000,True
1173,1,0.915204,2.5728,388.682,0.000000,0.000000,0.000000,0.0000,0.251330,0.008764,0.008764,0.000000,True
1174,1,0.917777,2.6376,379.133,0.000000,0.000000,0.000000,0.0000,0.251028,0.008668,0.008668,0.000000,True
1175,1,0.920416,2.8820,346.981,0.000000,0.000000,0.000000,0.0000,0.250830,0.008791,0.008791,0.000000,True
1176,1,0.923298,2.5947,385.401,0.000000,0.000000,0.000000,0.0000,0.250722,0.008779,0.008779,0.000000,True
1177,1,0.925894,2.6776,373.469,0.000000,0.000000,0.000000,0.0000,0.250644,0.008717,0.008717,0.000000,True
1178,1,0.928572,2.6123,382.804,0.000000,0.000000,0.000000,0.0000,0.250398,0.008675,0.008675,0.000000,True
1179,1,0.931185,2.5549,391.405,0.000000,0.000000,0.000000,0.0000,0.250006,0.008633,0.008633,0.000000,True
1180,1,0.933740,2.6359,379.377,0.000000,0.000000,0.000000,0.0000,0.249524,0.008602,0.008602,0.000000,True
1181,1,0.936376,2.5609,390.488,0.000000,0.000000,0.000000,0.0000,0.248952,0.008771,0.008771,0.000000,True
1182,1,0.938938,2.6381,379.061,0.000000,0.000000,0.000000,0.0000,0.248347,0.008909,0.008909,0.000000,True
1183,1,0.941576,2.5685,389.332,0.000000,0.000000,0.000000,0.0000,0.247724,0.009025,0.009025,0.000000,True
1184,1,0.944145,2.5940,385.505,0.000000,0.000000,0.000000,0.0000,0.247123,0.009087,0.009087,0.000000,True
1185,1,0.946739,2.5659,389.727,0.000000,0.000000,0.000000,0.0000,0.246581,0.009103,0.009103,0.000000,True
1186,1,0.949306,2.6368,379.248,0.000000,0.000000,0.000000,0.0000,0.246100,0.009060,0.009060,0.000000,True
1187,1,0.951943,2.6272,380.633,0.000000,0.000000,0.000000,0.0000,0.245722,0.008964,0.008964,0.000000,True
1188,1,0.954570,2.5832,387.117,0.000000,0.000000,0.000000,0.0000,0.245472,0.008805,0.008805,0.000000,True
1189,1,0.957154,2.6050,383.877,0.000000,0.000000,0.000000,0.0000,0.245375,0.008590,0.008590,0.000000,True
1190,1,0.959759,2.5761,388.184,0.000000,0.000000,0.000000,0.0000,0.245359,0.008383,0.008383,0.000000,True
1191,1,0.962336,2.6080,383.436,0.000000,0.000000,0.000000,0.0000,0.245179,0.008316,0.008316,0.000000,True
1192,1,0.964945,2.7313,366.126,0.000000,0.000000,0.000000,0.0000,0.244837,0.008334,0.008334,0.000000,True
1193,1,0.967676,2.6018,384.349,0.000000,0.000000,0.000000,0.0000,0.244345,0.008398,0.008398,0.000000,True
1194,1,0.970278,2.5659,389.727,0.000000,0.000000,0.000000,0.0000,0.243800,0.008442,0.008442,0.000000,True
1195,1,0.972845,2.5975,384.986,0.000000,0.000000,0.000000,0.0000,0.243194,0.008454,0.008454,0.000000,True
1196,1,0.975443,2.6794,373.218,0.000000,0.000000,0.000000,0.0000,0.242561,0.008425,0.008425,0.000000,True
1197,1,0.978123,2.5966,385.119,0.000000,0.000000,0.000000,0.0000,0.241920,0.008350,0.008350,0.000000,True
1198,1,0.980719,2.6058,383.759,0.000000,0.000000,0.000000,0.0000,0.241348,0.008196,0.008196,0.000000,True
1199,1,0.983326,2.6206,381.592,0.000000,0.000000,0.000000,0.0000,0.240864,0.007985,0.007985,0.000000,True
1200,1,0.985947,2.5726,388.712,0.000000,0.000000,0.000000,0.0000,0.240471,0.007723,0.007723,0.000000,True
1201,1,0.988519,2.5983,384.867,0.000000,0.000000,0.000000,0.0000,0.240227,0.007419,0.007419,0.000000,True
1202,1,0.991119,2.6379,379.089,0.000000,0.000000,0.000000,0.0000,0.240148,0.007095,0.007095,0.000000,True
1203,1,0.993757,2.5945,385.431,0.000000,0.000000,0.000000,0.0000,0.240190,0.006803,0.006803,0.000000,True
1204,1,0.996352,2.5887,386.294,0.000000,0.000000,0.000000,0.0000,0.240087,0.006673,0.006673,0.000000,True
1205,1,0.998941,2.6302,380.199,0.000000,0.000000,0.000000,0.0000,0.239838,0.006635,0.006635,0.000000,True
1206,1,1.001572,2.5658,389.742,0.000000,0.000000,0.000000,0.0000,0.239465,0.006630,0.006630,0.000000,True
1207,1,1.004138,2.6137,382.599,0.000000,0.000000,0.000000,0.0000,0.239016,0.006610,0.006610,0.000000,True
1208,1,1.006752,2.5499,392.172,0.000000,0.000000,0.000000,0.0000,0.238500,0.006566,0.006566,0.000000,True
1209,1,1.009302,2.5907,385.996,0.000000,0.000000,0.000000,0.0000,0.237982,0.006471,0.006471,0.000000,True
1210,1,1.011894,2.5912,385.922,0.000000,0.000000,0.000000,0.0000,0.237442,0.006340,0.006340,0.000000,True
1211,1,1.014485,2.6284,380.460,0.000000,0.000000,0.000000,0.0000,0.236935,0.006168,0.006168,0.000000,True
1212,1,1.017114,2.5966,385.119,0.000000,0.000000,0.000000,0.0000,0.236486,0.005965,0.005965,0.000000,True
1213,1,1.019711,2.6113,382.951,0.000000,0.000000,0.000000,0.0000,0.236333,0.005732,0.005732,0.000000,True
1214,1,1.022323,2.5326,394.851,0.000000,0.000000,0.000000,0.0000,0.236275,0.005490,0.005490,0.000000,True
1215,1,1.024856,2.5913,385.907,0.000000,0.000000,0.000000,0.0000,0.236300,0.005245,0.005245,0.000000,True
1216,1,1.027448,2.6182,381.942,0.000000,0.000000,0.000000,0.0000,0.236394,0.005028,0.005028,0.000000,True
1217,1,1.030066,2.6152,382.380,0.000000,0.000000,0.000000,0.0000,0.236440,0.004937,0.004937,0.000000,True
1218,1,1.032682,2.5463,392.727,0.000000,0.000000,0.000000,0.0000,0.236428,0.004917,0.004917,0.000000,True
1219,1,1.035228,2.5699,389.120,0.000000,0.000000,0.000000,0.0000,0.236348,0.004909,0.004909,0.000000,True
1220,1,1.037799,2.5825,387.222,0.000000,0.000000,0.000000,0.0000,0.236222,0.004891,0.004891,0.000000,True
1221,1,1.040381,2.5735,388.576,0.000000,0.000000,0.000000,0.0000,0.236057,0.004849,0.004849,0.000000,True
1222,1,1.042955,2.6191,381.811,0.000000,0.000000,0.000000,0.0000,0.235871,0.004862,0.004862,0.000000,True
1223,1,1.045575,2.6091,383.274,0.000000,0.000000,0.000000,0.0000,0.235670,0.004912,0.004912,0.000000,True
1224,1,1.048184,2.5947,385.401,0.000000,0.000000,0.000000,0.0000,0.235475,0.004950,0.004950,0.000000,True
1225,1,1.050779,2.5717,388.848,0.000000,0.000000,0.000000,0.0000,0.235301,0.004975,0.004975,0.000000,True
1226,1,1.053351,2.5810,387.447,0.000000,0.000000,0.000000,0.0000,0.235157,0.004987,0.004987,0.000000,True
1227,1,1.055932,2.5695,389.181,0.000000,0.000000,0.000000,0.0000,0.235053,0.004987,0.004987,0.000000,True
1228,1,1.058502,2.6001,384.601,0.000000,0.000000,0.000000,0.0000,0.235010,0.004975,0.004975,0.000000,True
1229,1,1.061102,2.6705,374.462,0.000000,0.000000,0.000000,0.0000,0.235022,0.004953,0.004953,0.000000,True
1230,1,1.063773,2.6382,379.046,0.000000,0.000000,0.000000,0.0000,0.235007,0.004966,0.004966,0.000000,True
1231,1,1.066412,2.5994,384.704,0.000000,0.000000,0.000000,0.0000,0.234931,0.005015,0.005015,0.000000,True
1232,1,1.069012,2.5836,387.057,0.000000,0.000000,0.000000,0.0000,0.234808,0.005079,0.005079,0.000000,True
1233,1,1.071595,2.5869,386.563,0.000000,0.000000,0.000000,0.0000,0.234647,0.005147,0.005147,0.000000,True
1234,1,1.074183,2.5913,385.907,0.000000,0.000000,0.000000,0.0000,0.234462,0.005214,0.005214,0.000000,True
1235,1,1.076774,2.6471,377.772,0.000000,0.000000,0.000000,0.0000,0.234260,0.005276,0.005276,0.000000,True
1236,1,1.079421,2.5657,389.757,0.000000,0.000000,0.000000,0.0000,0.234046,0.005734,0.005734,0.000000,True
